Gene_ID,HGNC,Pathway_ID,Pathway_Name
10327,AKR1A1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
10327,AKR1A1,hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human)
10327,AKR1A1,hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human)
10327,AKR1A1,hsa00561,Glycerolipid metabolism - Homo sapiens (human)
10327,AKR1A1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
10327,AKR1A1,hsa01100,Metabolic pathways - Homo sapiens (human)
10327,AKR1A1,hsa01240,Biosynthesis of cofactors - Homo sapiens (human)
10327,AKR1A1,hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
124,ADH1A,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
124,ADH1A,hsa00071,Fatty acid degradation - Homo sapiens (human)
124,ADH1A,hsa00350,Tyrosine metabolism - Homo sapiens (human)
124,ADH1A,hsa00620,Pyruvate metabolism - Homo sapiens (human)
124,ADH1A,hsa00830,Retinol metabolism - Homo sapiens (human)
124,ADH1A,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
124,ADH1A,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
124,ADH1A,hsa01100,Metabolic pathways - Homo sapiens (human)
124,ADH1A,hsa04936,Alcoholic liver disease - Homo sapiens (human)
125,ADH1B,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
125,ADH1B,hsa00071,Fatty acid degradation - Homo sapiens (human)
125,ADH1B,hsa00350,Tyrosine metabolism - Homo sapiens (human)
125,ADH1B,hsa00620,Pyruvate metabolism - Homo sapiens (human)
125,ADH1B,hsa00830,Retinol metabolism - Homo sapiens (human)
125,ADH1B,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
125,ADH1B,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
125,ADH1B,hsa01100,Metabolic pathways - Homo sapiens (human)
125,ADH1B,hsa04936,Alcoholic liver disease - Homo sapiens (human)
126,ADH1C,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
126,ADH1C,hsa00071,Fatty acid degradation - Homo sapiens (human)
126,ADH1C,hsa00350,Tyrosine metabolism - Homo sapiens (human)
126,ADH1C,hsa00620,Pyruvate metabolism - Homo sapiens (human)
126,ADH1C,hsa00830,Retinol metabolism - Homo sapiens (human)
126,ADH1C,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
126,ADH1C,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
126,ADH1C,hsa01100,Metabolic pathways - Homo sapiens (human)
126,ADH1C,hsa04936,Alcoholic liver disease - Homo sapiens (human)
127,ADH4,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
127,ADH4,hsa00071,Fatty acid degradation - Homo sapiens (human)
127,ADH4,hsa00350,Tyrosine metabolism - Homo sapiens (human)
127,ADH4,hsa00620,Pyruvate metabolism - Homo sapiens (human)
127,ADH4,hsa00830,Retinol metabolism - Homo sapiens (human)
127,ADH4,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
127,ADH4,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
127,ADH4,hsa01100,Metabolic pathways - Homo sapiens (human)
127,ADH4,hsa04936,Alcoholic liver disease - Homo sapiens (human)
128,ADH5,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
128,ADH5,hsa00071,Fatty acid degradation - Homo sapiens (human)
128,ADH5,hsa00350,Tyrosine metabolism - Homo sapiens (human)
128,ADH5,hsa00620,Pyruvate metabolism - Homo sapiens (human)
128,ADH5,hsa00830,Retinol metabolism - Homo sapiens (human)
128,ADH5,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
128,ADH5,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
128,ADH5,hsa01100,Metabolic pathways - Homo sapiens (human)
128,ADH5,hsa01200,Carbon metabolism - Homo sapiens (human)
128,ADH5,hsa04936,Alcoholic liver disease - Homo sapiens (human)
130,ADH6,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
130,ADH6,hsa00071,Fatty acid degradation - Homo sapiens (human)
130,ADH6,hsa00350,Tyrosine metabolism - Homo sapiens (human)
130,ADH6,hsa00620,Pyruvate metabolism - Homo sapiens (human)
130,ADH6,hsa00830,Retinol metabolism - Homo sapiens (human)
130,ADH6,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
130,ADH6,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
130,ADH6,hsa01100,Metabolic pathways - Homo sapiens (human)
130,ADH6,hsa04936,Alcoholic liver disease - Homo sapiens (human)
130589,GALM,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
130589,GALM,hsa00052,Galactose metabolism - Homo sapiens (human)
130589,GALM,hsa01100,Metabolic pathways - Homo sapiens (human)
131,ADH7,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
131,ADH7,hsa00071,Fatty acid degradation - Homo sapiens (human)
131,ADH7,hsa00350,Tyrosine metabolism - Homo sapiens (human)
131,ADH7,hsa00620,Pyruvate metabolism - Homo sapiens (human)
131,ADH7,hsa00830,Retinol metabolism - Homo sapiens (human)
131,ADH7,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
131,ADH7,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
131,ADH7,hsa01100,Metabolic pathways - Homo sapiens (human)
131,ADH7,hsa04936,Alcoholic liver disease - Homo sapiens (human)
160287,LDHAL6A,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
160287,LDHAL6A,hsa00270,Cysteine and methionine metabolism - Homo sapiens (human)
160287,LDHAL6A,hsa00620,Pyruvate metabolism - Homo sapiens (human)
160287,LDHAL6A,hsa00640,Propanoate metabolism - Homo sapiens (human)
160287,LDHAL6A,hsa01100,Metabolic pathways - Homo sapiens (human)
160287,LDHAL6A,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
160287,LDHAL6A,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
160287,LDHAL6A,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
1737,DLAT,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
1737,DLAT,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
1737,DLAT,hsa00620,Pyruvate metabolism - Homo sapiens (human)
1737,DLAT,hsa00785,Lipoic acid metabolism - Homo sapiens (human)
1737,DLAT,hsa01100,Metabolic pathways - Homo sapiens (human)
1737,DLAT,hsa01200,Carbon metabolism - Homo sapiens (human)
1737,DLAT,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
1738,DLD,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
1738,DLD,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
1738,DLD,hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)"
1738,DLD,hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)"
1738,DLD,hsa00310,Lysine degradation - Homo sapiens (human)
1738,DLD,hsa00380,Tryptophan metabolism - Homo sapiens (human)
1738,DLD,hsa00620,Pyruvate metabolism - Homo sapiens (human)
1738,DLD,hsa00630,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)
1738,DLD,hsa00640,Propanoate metabolism - Homo sapiens (human)
1738,DLD,hsa00670,One carbon pool by folate - Homo sapiens (human)
1738,DLD,hsa00785,Lipoic acid metabolism - Homo sapiens (human)
1738,DLD,hsa01100,Metabolic pathways - Homo sapiens (human)
1738,DLD,hsa01200,Carbon metabolism - Homo sapiens (human)
1738,DLD,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
1738,DLD,hsa01240,Biosynthesis of cofactors - Homo sapiens (human)
2023,ENO1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2023,ENO1,hsa01100,Metabolic pathways - Homo sapiens (human)
2023,ENO1,hsa01200,Carbon metabolism - Homo sapiens (human)
2023,ENO1,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
2023,ENO1,hsa03018,RNA degradation - Homo sapiens (human)
2023,ENO1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
2023,ENO1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
2026,ENO2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2026,ENO2,hsa01100,Metabolic pathways - Homo sapiens (human)
2026,ENO2,hsa01200,Carbon metabolism - Homo sapiens (human)
2026,ENO2,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
2026,ENO2,hsa03018,RNA degradation - Homo sapiens (human)
2026,ENO2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
2026,ENO2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
2027,ENO3,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2027,ENO3,hsa01100,Metabolic pathways - Homo sapiens (human)
2027,ENO3,hsa01200,Carbon metabolism - Homo sapiens (human)
2027,ENO3,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
2027,ENO3,hsa03018,RNA degradation - Homo sapiens (human)
2027,ENO3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
2027,ENO3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
217,ALDH2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
217,ALDH2,hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human)
217,ALDH2,hsa00071,Fatty acid degradation - Homo sapiens (human)
217,ALDH2,hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)"
217,ALDH2,hsa00310,Lysine degradation - Homo sapiens (human)
217,ALDH2,hsa00330,Arginine and proline metabolism - Homo sapiens (human)
217,ALDH2,hsa00340,Histidine metabolism - Homo sapiens (human)
217,ALDH2,hsa00380,Tryptophan metabolism - Homo sapiens (human)
217,ALDH2,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
217,ALDH2,hsa00561,Glycerolipid metabolism - Homo sapiens (human)
217,ALDH2,hsa00620,Pyruvate metabolism - Homo sapiens (human)
217,ALDH2,hsa00770,Pantothenate and CoA biosynthesis - Homo sapiens (human)
217,ALDH2,hsa01100,Metabolic pathways - Homo sapiens (human)
217,ALDH2,hsa01240,Biosynthesis of cofactors - Homo sapiens (human)
217,ALDH2,hsa04936,Alcoholic liver disease - Homo sapiens (human)
218,ALDH3A1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
218,ALDH3A1,hsa00340,Histidine metabolism - Homo sapiens (human)
218,ALDH3A1,hsa00350,Tyrosine metabolism - Homo sapiens (human)
218,ALDH3A1,hsa00360,Phenylalanine metabolism - Homo sapiens (human)
218,ALDH3A1,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
218,ALDH3A1,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
218,ALDH3A1,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
218,ALDH3A1,hsa01100,Metabolic pathways - Homo sapiens (human)
219,ALDH1B1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
219,ALDH1B1,hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00071,Fatty acid degradation - Homo sapiens (human)
219,ALDH1B1,hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)"
219,ALDH1B1,hsa00310,Lysine degradation - Homo sapiens (human)
219,ALDH1B1,hsa00330,Arginine and proline metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00340,Histidine metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00380,Tryptophan metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00561,Glycerolipid metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
219,ALDH1B1,hsa00770,Pantothenate and CoA biosynthesis - Homo sapiens (human)
219,ALDH1B1,hsa01100,Metabolic pathways - Homo sapiens (human)
219,ALDH1B1,hsa01240,Biosynthesis of cofactors - Homo sapiens (human)
219,ALDH1B1,hsa04936,Alcoholic liver disease - Homo sapiens (human)
2203,FBP1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2203,FBP1,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
2203,FBP1,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
2203,FBP1,hsa01100,Metabolic pathways - Homo sapiens (human)
2203,FBP1,hsa01200,Carbon metabolism - Homo sapiens (human)
2203,FBP1,hsa04152,AMPK signaling pathway - Homo sapiens (human)
2203,FBP1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
2203,FBP1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
221,ALDH3B1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
221,ALDH3B1,hsa00340,Histidine metabolism - Homo sapiens (human)
221,ALDH3B1,hsa00350,Tyrosine metabolism - Homo sapiens (human)
221,ALDH3B1,hsa00360,Phenylalanine metabolism - Homo sapiens (human)
221,ALDH3B1,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
221,ALDH3B1,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
221,ALDH3B1,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
221,ALDH3B1,hsa01100,Metabolic pathways - Homo sapiens (human)
222,ALDH3B2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
222,ALDH3B2,hsa00340,Histidine metabolism - Homo sapiens (human)
222,ALDH3B2,hsa00350,Tyrosine metabolism - Homo sapiens (human)
222,ALDH3B2,hsa00360,Phenylalanine metabolism - Homo sapiens (human)
222,ALDH3B2,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
222,ALDH3B2,hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
222,ALDH3B2,hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human)
222,ALDH3B2,hsa01100,Metabolic pathways - Homo sapiens (human)
223,ALDH9A1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
223,ALDH9A1,hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human)
223,ALDH9A1,hsa00071,Fatty acid degradation - Homo sapiens (human)
223,ALDH9A1,hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)"
223,ALDH9A1,hsa00310,Lysine degradation - Homo sapiens (human)
223,ALDH9A1,hsa00330,Arginine and proline metabolism - Homo sapiens (human)
223,ALDH9A1,hsa00340,Histidine metabolism - Homo sapiens (human)
223,ALDH9A1,hsa00380,Tryptophan metabolism - Homo sapiens (human)
223,ALDH9A1,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
223,ALDH9A1,hsa00561,Glycerolipid metabolism - Homo sapiens (human)
223,ALDH9A1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
223,ALDH9A1,hsa01100,Metabolic pathways - Homo sapiens (human)
223,ALDH9A1,hsa04936,Alcoholic liver disease - Homo sapiens (human)
224,ALDH3A2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
224,ALDH3A2,hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00071,Fatty acid degradation - Homo sapiens (human)
224,ALDH3A2,hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)"
224,ALDH3A2,hsa00310,Lysine degradation - Homo sapiens (human)
224,ALDH3A2,hsa00330,Arginine and proline metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00340,Histidine metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00380,Tryptophan metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00561,Glycerolipid metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00620,Pyruvate metabolism - Homo sapiens (human)
224,ALDH3A2,hsa00770,Pantothenate and CoA biosynthesis - Homo sapiens (human)
224,ALDH3A2,hsa01100,Metabolic pathways - Homo sapiens (human)
224,ALDH3A2,hsa01240,Biosynthesis of cofactors - Homo sapiens (human)
224,ALDH3A2,hsa04936,Alcoholic liver disease - Homo sapiens (human)
226,ALDOA,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
226,ALDOA,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
226,ALDOA,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
226,ALDOA,hsa01100,Metabolic pathways - Homo sapiens (human)
226,ALDOA,hsa01200,Carbon metabolism - Homo sapiens (human)
226,ALDOA,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
226,ALDOA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
229,ALDOB,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
229,ALDOB,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
229,ALDOB,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
229,ALDOB,hsa01100,Metabolic pathways - Homo sapiens (human)
229,ALDOB,hsa01200,Carbon metabolism - Homo sapiens (human)
229,ALDOB,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
229,ALDOB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
230,ALDOC,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
230,ALDOC,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
230,ALDOC,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
230,ALDOC,hsa01100,Metabolic pathways - Homo sapiens (human)
230,ALDOC,hsa01200,Carbon metabolism - Homo sapiens (human)
230,ALDOC,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
230,ALDOC,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2538,G6PC1,hsa00052,Galactose metabolism - Homo sapiens (human)
2538,G6PC1,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
2538,G6PC1,hsa01100,Metabolic pathways - Homo sapiens (human)
2538,G6PC1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa04152,AMPK signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
2538,G6PC1,hsa04931,Insulin resistance - Homo sapiens (human)
2538,G6PC1,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
2597,GAPDH,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2597,GAPDH,hsa01100,Metabolic pathways - Homo sapiens (human)
2597,GAPDH,hsa01200,Carbon metabolism - Homo sapiens (human)
2597,GAPDH,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
2597,GAPDH,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
2597,GAPDH,hsa05010,Alzheimer disease - Homo sapiens (human)
2597,GAPDH,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
2597,GAPDH,hsa05132,Salmonella infection - Homo sapiens (human)
2597,GAPDH,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
26330,GAPDHS,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
26330,GAPDHS,hsa01100,Metabolic pathways - Homo sapiens (human)
2645,GCK,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2645,GCK,hsa00052,Galactose metabolism - Homo sapiens (human)
2645,GCK,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
2645,GCK,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
2645,GCK,hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
2645,GCK,hsa01100,Metabolic pathways - Homo sapiens (human)
2645,GCK,hsa01200,Carbon metabolism - Homo sapiens (human)
2645,GCK,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
2645,GCK,hsa04910,Insulin signaling pathway - Homo sapiens (human)
2645,GCK,hsa04911,Insulin secretion - Homo sapiens (human)
2645,GCK,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
2645,GCK,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
2645,GCK,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
2645,GCK,hsa04950,Maturity onset diabetes of the young - Homo sapiens (human)
2645,GCK,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
2821,GPI,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
2821,GPI,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
2821,GPI,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
2821,GPI,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
2821,GPI,hsa01100,Metabolic pathways - Homo sapiens (human)
2821,GPI,hsa01200,Carbon metabolism - Homo sapiens (human)
2821,GPI,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
3098,HK1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3098,HK1,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
3098,HK1,hsa00052,Galactose metabolism - Homo sapiens (human)
3098,HK1,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
3098,HK1,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
3098,HK1,hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
3098,HK1,hsa01100,Metabolic pathways - Homo sapiens (human)
3098,HK1,hsa01200,Carbon metabolism - Homo sapiens (human)
3098,HK1,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
3098,HK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3098,HK1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
3098,HK1,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
3098,HK1,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
3098,HK1,hsa05131,Shigellosis - Homo sapiens (human)
3098,HK1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3099,HK2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3099,HK2,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
3099,HK2,hsa00052,Galactose metabolism - Homo sapiens (human)
3099,HK2,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
3099,HK2,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
3099,HK2,hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
3099,HK2,hsa01100,Metabolic pathways - Homo sapiens (human)
3099,HK2,hsa01200,Carbon metabolism - Homo sapiens (human)
3099,HK2,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
3099,HK2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3099,HK2,hsa04910,Insulin signaling pathway - Homo sapiens (human)
3099,HK2,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
3099,HK2,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
3099,HK2,hsa05131,Shigellosis - Homo sapiens (human)
3099,HK2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3101,HK3,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3101,HK3,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
3101,HK3,hsa00052,Galactose metabolism - Homo sapiens (human)
3101,HK3,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
3101,HK3,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
3101,HK3,hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
3101,HK3,hsa01100,Metabolic pathways - Homo sapiens (human)
3101,HK3,hsa01200,Carbon metabolism - Homo sapiens (human)
3101,HK3,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
3101,HK3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3101,HK3,hsa04910,Insulin signaling pathway - Homo sapiens (human)
3101,HK3,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
3101,HK3,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
3101,HK3,hsa05131,Shigellosis - Homo sapiens (human)
3101,HK3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
387712,ENO4,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
387712,ENO4,hsa01100,Metabolic pathways - Homo sapiens (human)
387712,ENO4,hsa01200,Carbon metabolism - Homo sapiens (human)
387712,ENO4,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
3939,LDHA,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3939,LDHA,hsa00270,Cysteine and methionine metabolism - Homo sapiens (human)
3939,LDHA,hsa00620,Pyruvate metabolism - Homo sapiens (human)
3939,LDHA,hsa00640,Propanoate metabolism - Homo sapiens (human)
3939,LDHA,hsa01100,Metabolic pathways - Homo sapiens (human)
3939,LDHA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3939,LDHA,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
3939,LDHA,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3945,LDHB,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3945,LDHB,hsa00270,Cysteine and methionine metabolism - Homo sapiens (human)
3945,LDHB,hsa00620,Pyruvate metabolism - Homo sapiens (human)
3945,LDHB,hsa00640,Propanoate metabolism - Homo sapiens (human)
3945,LDHB,hsa01100,Metabolic pathways - Homo sapiens (human)
3945,LDHB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3945,LDHB,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
3945,LDHB,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3948,LDHC,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3948,LDHC,hsa00270,Cysteine and methionine metabolism - Homo sapiens (human)
3948,LDHC,hsa00620,Pyruvate metabolism - Homo sapiens (human)
3948,LDHC,hsa00640,Propanoate metabolism - Homo sapiens (human)
3948,LDHC,hsa01100,Metabolic pathways - Homo sapiens (human)
3948,LDHC,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3948,LDHC,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
3948,LDHC,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
441531,PGAM4,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
441531,PGAM4,hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)"
441531,PGAM4,hsa01100,Metabolic pathways - Homo sapiens (human)
441531,PGAM4,hsa01200,Carbon metabolism - Homo sapiens (human)
441531,PGAM4,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
441531,PGAM4,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
441531,PGAM4,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
501,ALDH7A1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
501,ALDH7A1,hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00071,Fatty acid degradation - Homo sapiens (human)
501,ALDH7A1,hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)"
